date,state,fips,cases,deaths,weekday
2020-03-26,New York,36,39057,502,Thursday
2020-03-26,North Carolina,37,637,2,Thursday
2020-03-26,North Dakota,38,58,0,Thursday
2020-03-26,Ohio,39,867,15,Thursday
2020-03-26,Oklahoma,40,248,7,Thursday
2020-03-26,Oregon,41,316,11,Thursday
2020-03-26,Pennsylvania,42,1690,16,Thursday
2020-03-26,Puerto Rico,72,64,2,Thursday
2020-03-26,Rhode Island,44,165,0,Thursday
2020-03-26,South Carolina,45,456,9,Thursday
2020-03-26,South Dakota,46,46,1,Thursday
2020-03-26,Tennessee,47,981,3,Thursday
2020-03-26,Texas,48,1542,21,Thursday
2020-03-26,Utah,49,402,1,Thursday
2020-03-26,Vermont,50,158,9,Thursday
2020-03-26,Virgin Islands,78,17,0,Thursday
2020-03-26,Virginia,51,603,14,Thursday
2020-03-26,Washington,53,3208,151,Thursday
2020-03-26,West Virginia,54,76,0,Thursday
2020-03-26,Wisconsin,55,754,10,Thursday
2020-03-26,Wyoming,56,56,0,Thursday
2020-03-27,Alabama,01,639,4,Friday
2020-03-27,Alaska,02,85,1,Friday
2020-03-27,Arizona,04,665,15,Friday
2020-03-27,Arkansas,05,385,3,Friday
2020-03-27,California,06,4914,102,Friday
2020-03-27,Colorado,08,1735,31,Friday
2020-03-27,Connecticut,09,1291,27,Friday
2020-03-27,Delaware,10,165,2,Friday
2020-03-27,District of Columbia,11,267,3,Friday
2020-03-27,Florida,12,3198,46,Friday
2020-03-27,Georgia,13,2198,64,Friday
2020-03-27,Guam,66,53,1,Friday
2020-03-27,Hawaii,15,120,0,Friday
2020-03-27,Idaho,16,231,4,Friday
2020-03-27,Illinois,17,3029,37,Friday
2020-03-27,Indiana,18,982,26,Friday
2020-03-27,Iowa,19,235,3,Friday
2020-03-27,Kansas,20,212,4,Friday
2020-03-27,Kentucky,21,302,8,Friday
2020-03-27,Louisiana,22,2746,119,Friday
2020-03-27,Maine,23,168,1,Friday
2020-03-27,Maryland,24,775,5,Friday
2020-03-27,Massachusetts,25,3240,35,Friday
2020-03-27,Michigan,26,3655,93,Friday
2020-03-27,Minnesota,27,398,4,Friday
2020-03-27,Mississippi,28,579,8,Friday
2020-03-27,Missouri,29,670,9,Friday
2020-03-27,Montana,30,121,1,Friday
2020-03-27,Nebraska,31,99,2,Friday
2020-03-27,Nevada,32,621,10,Friday
2020-03-27,New Hampshire,33,187,2,Friday
2020-03-27,New Jersey,34,8825,108,Friday
2020-03-27,New Mexico,35,191,1,Friday
2020-03-27,New York,36,44745,645,Friday
2020-03-27,North Carolina,37,782,3,Friday
2020-03-27,North Dakota,38,68,1,Friday
2020-03-27,Ohio,39,1144,22,Friday
2020-03-27,Oklahoma,40,322,8,Friday
2020-03-27,Oregon,41,414,12,Friday
2020-03-27,Pennsylvania,42,2217,23,Friday
2020-03-27,Puerto Rico,72,79,3,Friday
2020-03-27,Rhode Island,44,203,0,Friday
2020-03-27,South Carolina,45,539,13,Friday
2020-03-27,South Dakota,46,58,1,Friday
2020-03-27,Tennessee,47,1180,6,Friday
2020-03-27,Texas,48,1940,23,Friday
2020-03-27,Utah,49,480,2,Friday
2020-03-27,Vermont,50,184,10,Friday
2020-03-27,Virgin Islands,78,19,0,Friday
2020-03-27,Virginia,51,605,14,Friday
2020-03-27,Washington,53,3770,177,Friday
2020-03-27,West Virginia,54,96,0,Friday
2020-03-27,Wisconsin,55,930,16,Friday
2020-03-27,Wyoming,56,73,0,Friday
2020-03-28,Alabama,01,720,4,Saturday
2020-03-28,Alaska,02,102,1,Saturday
2020-03-28,Arizona,04,773,15,Saturday
2020-03-28,Arkansas,05,409,5,Saturday
2020-03-28,California,06,5565,121,Saturday
2020-03-28,Colorado,08,2061,44,Saturday
2020-03-28,Connecticut,09,1524,33,Saturday
2020-03-28,Delaware,10,214,5,Saturday
2020-03-28,District of Columbia,11,304,4,Saturday
2020-03-28,Florida,12,4038,56,Saturday
2020-03-28,Georgia,13,2447,79,Saturday
2020-03-28,Guam,66,57,1,Saturday
2020-03-28,Hawaii,15,151,0,Saturday
2020-03-28,Idaho,16,261,5,Saturday
2020-03-28,Illinois,17,3547,50,Saturday
2020-03-28,Indiana,18,1232,31,Saturday
2020-03-28,Iowa,19,298,3,Saturday
2020-03-28,Kansas,20,271,6,Saturday
2020-03-28,Kentucky,21,394,9,Saturday
2020-03-28,Louisiana,22,3315,137,Saturday
2020-03-28,Maine,23,211,1,Saturday
2020-03-28,Maryland,24,1066,10,Saturday
2020-03-28,Massachusetts,25,4257,44,Saturday
2020-03-28,Michigan,26,4634,111,Saturday
2020-03-28,Minnesota,27,440,5,Saturday
2020-03-28,Mississippi,28,669,13,Saturday
2020-03-28,Missouri,29,837,10,Saturday
2020-03-28,Montana,30,147,1,Saturday
2020-03-28,Nebraska,31,121,2,Saturday
2020-03-28,Nevada,32,738,14,Saturday
2020-03-28,New Hampshire,33,214,2,Saturday
2020-03-28,New Jersey,34,11124,140,Saturday
2020-03-28,New Mexico,35,208,2,Saturday
2020-03-28,New York,36,53516,935,Saturday
2020-03-28,North Carolina,37,971,4,Saturday
2020-03-28,North Dakota,38,93,1,Saturday
2020-03-28,Northern Mariana Islands,69,2,0,Saturday
2020-03-28,Ohio,39,1406,25,Saturday
2020-03-28,Oklahoma,40,377,15,Saturday
2020-03-28,Oregon,41,479,13,Saturday
2020-03-28,Pennsylvania,42,2815,35,Saturday
2020-03-28,Puerto Rico,72,100,3,Saturday
2020-03-28,Rhode Island,44,239,2,Saturday
2020-03-28,South Carolina,45,660,15,Saturday
2020-03-28,South Dakota,46,68,1,Saturday
2020-03-28,Tennessee,47,1363,6,Saturday
2020-03-28,Texas,48,2158,29,Saturday
2020-03-28,Utah,49,608,2,Saturday
2020-03-28,Vermont,50,211,12,Saturday
2020-03-28,Virgin Islands,78,19,0,Saturday
2020-03-28,Virginia,51,739,17,Saturday
2020-03-28,Washington,53,4311,191,Saturday
2020-03-28,West Virginia,54,113,0,Saturday
2020-03-28,Wisconsin,55,1042,17,Saturday
2020-03-28,Wyoming,56,84,0,Saturday
2020-03-29,Alabama,01,830,5,Sunday
2020-03-29,Alaska,02,114,1,Sunday
2020-03-29,Arizona,04,929,18,Sunday
2020-03-29,Arkansas,05,449,6,Sunday
2020-03-29,California,06,6266,130,Sunday
2020-03-29,Colorado,08,2315,47,Sunday
2020-03-29,Connecticut,09,1993,34,Sunday
2020-03-29,Delaware,10,232,6,Sunday
2020-03-29,District of Columbia,11,342,5,Sunday
2020-03-29,Florida,12,4942,59,Sunday
2020-03-29,Georgia,13,2683,83,Sunday
2020-03-29,Guam,66,58,1,Sunday
2020-03-29,Hawaii,15,175,0,Sunday
2020-03-29,Idaho,16,310,6,Sunday
2020-03-29,Illinois,17,4613,70,Sunday
2020-03-29,Indiana,18,1514,32,Sunday
2020-03-29,Iowa,19,336,4,Sunday
2020-03-29,Kansas,20,332,7,Sunday
2020-03-29,Kentucky,21,439,9,Sunday
2020-03-29,Louisiana,22,3539,152,Sunday
2020-03-29,Maine,23,253,3,Sunday
2020-03-29,Maryland,24,1244,11,Sunday
2020-03-29,Massachusetts,25,4955,48,Sunday
2020-03-29,Michigan,26,5486,132,Sunday
2020-03-29,Minnesota,27,504,9,Sunday
2020-03-29,Mississippi,28,759,14,Sunday
2020-03-29,Missouri,29,902,12,Sunday
2020-03-29,Montana,30,161,1,Sunday
2020-03-29,Nebraska,31,136,2,Sunday
2020-03-29,Nevada,32,920,15,Sunday
2020-03-29,New Hampshire,33,258,3,Sunday
2020-03-29,New Jersey,34,13386,161,Sunday
2020-03-29,New Mexico,35,237,2,Sunday
2020-03-29,New York,36,59783,1180,Sunday
2020-03-29,North Carolina,37,1164,6,Sunday
2020-03-29,North Dakota,38,97,1,Sunday
2020-03-29,Northern Mariana Islands,69,2,0,Sunday
2020-03-29,Ohio,39,1665,30,Sunday
2020-03-29,Oklahoma,40,429,16,Sunday
2020-03-29,Oregon,41,548,13,Sunday
2020-03-29,Pennsylvania,42,3441,40,Sunday
2020-03-29,Puerto Rico,72,127,5,Sunday
2020-03-29,Rhode Island,44,294,3,Sunday
2020-03-29,South Carolina,45,774,16,Sunday
2020-03-29,South Dakota,46,90,1,Sunday
2020-03-29,Tennessee,47,1569,7,Sunday
2020-03-29,Texas,48,2709,35,Sunday
2020-03-29,Utah,49,719,2,Sunday
2020-03-29,Vermont,50,235,12,Sunday
2020-03-29,Virgin Islands,78,23,0,Sunday
2020-03-29,Virginia,51,889,22,Sunday
2020-03-29,Washington,53,4896,207,Sunday
2020-03-29,West Virginia,54,124,1,Sunday
2020-03-29,Wisconsin,55,1120,17,Sunday
2020-03-29,Wyoming,56,87,0,Sunday
2020-03-30,Alabama,01,947,11,Monday
2020-03-30,Alaska,02,119,2,Monday
2020-03-30,Arizona,04,1169,20,Monday
2020-03-30,Arkansas,05,508,7,Monday
2020-03-30,California,06,7421,146,Monday
2020-03-30,Colorado,08,2628,51,Monday
2020-03-30,Connecticut,09,2571,36,Monday
2020-03-30,Delaware,10,264,7,Monday
2020-03-30,District of Columbia,11,401,9,Monday
2020-03-30,Florida,12,5694,71,Monday
2020-03-30,Georgia,13,3032,102,Monday
2020-03-30,Guam,66,60,1,Monday
2020-03-30,Hawaii,15,204,0,Monday
2020-03-30,Idaho,16,415,7,Monday
2020-03-30,Illinois,17,5070,84,Monday
2020-03-30,Indiana,18,1788,35,Monday
2020-03-30,Iowa,19,424,6,Monday
2020-03-30,Kansas,20,373,9,Monday
2020-03-30,Kentucky,21,480,11,Monday
2020-03-30,Louisiana,22,4024,186,Monday
2020-03-30,Maine,23,275,3,Monday
2020-03-30,Maryland,24,1414,15,Monday
2020-03-30,Massachusetts,25,5752,56,Monday
2020-03-30,Michigan,26,6508,197,Monday
2020-03-30,Minnesota,27,576,10,Monday
2020-03-30,Mississippi,28,848,16,Monday
2020-03-30,Missouri,29,1049,13,Monday
2020-03-30,Montana,30,177,4,Monday
2020-03-30,Nebraska,31,185,3,Monday
2020-03-30,Nevada,32,1044,18,Monday
2020-03-30,New Hampshire,33,314,3,Monday
2020-03-30,New Jersey,34,16636,199,Monday
2020-03-30,New Mexico,35,281,4,Monday
2020-03-30,New York,36,67462,1512,Monday
2020-03-30,North Carolina,37,1302,6,Monday
2020-03-30,North Dakota,38,108,3,Monday
2020-03-30,Northern Mariana Islands,69,2,0,Monday
2020-03-30,Ohio,39,1933,40,Monday
2020-03-30,Oklahoma,40,481,17,Monday
2020-03-30,Oregon,41,606,16,Monday
2020-03-30,Pennsylvania,42,4156,48,Monday
2020-03-30,Puerto Rico,72,174,6,Monday
2020-03-30,Rhode Island,44,408,4,Monday
2020-03-30,South Carolina,45,925,18,Monday
2020-03-30,South Dakota,46,100,1,Monday
2020-03-30,Tennessee,47,1721,13,Monday
2020-03-30,Texas,48,3036,46,Monday
2020-03-30,Utah,49,806,4,Monday
2020-03-30,Vermont,50,256,12,Monday
2020-03-30,Virgin Islands,78,30,0,Monday
2020-03-30,Virginia,51,1020,26,Monday
2020-03-30,Washington,53,5179,221,Monday
2020-03-30,West Virginia,54,145,1,Monday
2020-03-30,Wisconsin,55,1267,20,Monday
2020-03-30,Wyoming,56,95,0,Monday
2020-03-31,Alabama,01,999,13,Tuesday
2020-03-31,Alaska,02,133,2,Tuesday
2020-03-31,Arizona,04,1298,24,Tuesday
2020-03-31,Arkansas,05,564,8,Tuesday
2020-03-31,California,06,8582,183,Tuesday
2020-03-31,Colorado,08,2990,69,Tuesday
2020-03-31,Connecticut,09,3128,69,Tuesday
2020-03-31,Delaware,10,319,10,Tuesday
2020-03-31,District of Columbia,11,495,9,Tuesday
2020-03-31,Florida,12,6741,85,Tuesday
2020-03-31,Georgia,13,4116,125,Tuesday
2020-03-31,Guam,66,139,2,Tuesday
2020-03-31,Hawaii,15,224,1,Tuesday
2020-03-31,Idaho,16,526,9,Tuesday
2020-03-31,Illinois,17,5992,107,Tuesday
2020-03-31,Indiana,18,2159,50,Tuesday
2020-03-31,Iowa,19,498,7,Tuesday
2020-03-31,Kansas,20,434,10,Tuesday
2020-03-31,Kentucky,21,590,18,Tuesday
2020-03-31,Louisiana,22,5237,240,Tuesday
2020-03-31,Maine,23,303,5,Tuesday
2020-03-31,Maryland,24,1662,18,Tuesday
2020-03-31,Massachusetts,25,6620,89,Tuesday
2020-03-31,Michigan,26,7629,264,Tuesday
2020-03-31,Minnesota,27,629,12,Tuesday
2020-03-31,Mississippi,28,937,20,Tuesday
2020-03-31,Missouri,29,1350,15,Tuesday
2020-03-31,Montana,30,198,5,Tuesday
2020-03-31,Nebraska,31,193,4,Tuesday
2020-03-31,Nevada,32,1113,26,Tuesday
2020-03-31,New Hampshire,33,367,3,Tuesday
2020-03-31,New Jersey,34,18696,267,Tuesday
2020-03-31,New Mexico,35,315,5,Tuesday
2020-03-31,New York,36,76211,1929,Tuesday
2020-03-31,North Carolina,37,1526,10,Tuesday
2020-03-31,North Dakota,38,126,3,Tuesday
2020-03-31,Northern Mariana Islands,69,2,0,Tuesday
2020-03-31,Ohio,39,2199,55,Tuesday
2020-03-31,Oklahoma,40,566,23,Tuesday
2020-03-31,Oregon,41,690,18,Tuesday
2020-03-31,Pennsylvania,42,4997,72,Tuesday
2020-03-31,Puerto Rico,72,239,8,Tuesday
2020-03-31,Rhode Island,44,488,8,Tuesday
2020-03-31,South Carolina,45,1083,22,Tuesday
2020-03-31,South Dakota,46,107,1,Tuesday
2020-03-31,Tennessee,47,2049,13,Tuesday
2020-03-31,Texas,48,3570,57,Tuesday
2020-03-31,Utah,49,887,5,Tuesday
2020-03-31,Vermont,50,293,13,Tuesday
2020-03-31,Virgin Islands,78,30,0,Tuesday
2020-03-31,Virginia,51,1249,27,Tuesday
2020-03-31,Washington,53,5292,226,Tuesday
2020-03-31,West Virginia,54,162,1,Tuesday
2020-03-31,Wisconsin,55,1351,25,Tuesday
2020-03-31,Wyoming,56,120,0,Tuesday
2020-04-01,Alabama,01,1106,28,Wednesday
2020-04-01,Alaska,02,143,2,Wednesday
2020-04-01,Arizona,04,1413,29,Wednesday
2020-04-01,Arkansas,05,624,10,Wednesday
2020-04-01,California,06,9816,212,Wednesday
2020-04-01,Colorado,08,3346,80,Wednesday
2020-04-01,Connecticut,09,3557,85,Wednesday
2020-04-01,Delaware,10,368,11,Wednesday
2020-04-01,District of Columbia,11,586,11,Wednesday
2020-04-01,Florida,12,7765,100,Wednesday
2020-04-01,Georgia,13,4747,154,Wednesday
2020-04-01,Guam,66,147,3,Wednesday
2020-04-01,Hawaii,15,258,1,Wednesday
2020-04-01,Idaho,16,669,9,Wednesday
2020-04-01,Illinois,17,6978,146,Wednesday
2020-04-01,Indiana,18,2564,65,Wednesday
2020-04-01,Iowa,19,549,9,Wednesday
2020-04-01,Kansas,20,488,11,Wednesday
2020-04-01,Kentucky,21,674,20,Wednesday
2020-04-01,Louisiana,22,6424,273,Wednesday
2020-04-01,Maine,23,344,7,Wednesday
2020-04-01,Maryland,24,1985,33,Wednesday
2020-04-01,Massachusetts,25,7738,122,Wednesday
2020-04-01,Michigan,26,9292,336,Wednesday
2020-04-01,Minnesota,27,689,17,Wednesday
2020-04-01,Mississippi,28,1073,22,Wednesday
2020-04-01,Missouri,29,1580,18,Wednesday
2020-04-01,Montana,30,217,5,Wednesday
2020-04-01,Nebraska,31,249,5,Wednesday
2020-04-01,Nevada,32,1279,32,Wednesday
2020-04-01,New Hampshire,33,415,4,Wednesday
2020-04-01,New Jersey,34,22255,355,Wednesday
2020-04-01,New Mexico,35,363,6,Wednesday
2020-04-01,New York,36,84363,2415,Wednesday
2020-04-01,North Carolina,37,1580,11,Wednesday
2020-04-01,North Dakota,38,147,3,Wednesday
2020-04-01,Northern Mariana Islands,69,6,1,Wednesday
2020-04-01,Ohio,39,2547,65,Wednesday
2020-04-01,Oklahoma,40,719,30,Wednesday
2020-04-01,Oregon,41,736,19,Wednesday
2020-04-01,Pennsylvania,42,5805,74,Wednesday
2020-04-01,Puerto Rico,72,286,11,Wednesday
2020-04-01,Rhode Island,44,566,10,Wednesday
2020-04-01,South Carolina,45,1293,26,Wednesday
2020-04-01,South Dakota,46,128,2,Wednesday
2020-04-01,Tennessee,47,2689,23,Wednesday
2020-04-01,Texas,48,4255,63,Wednesday
2020-04-01,Utah,49,1012,7,Wednesday
2020-04-01,Vermont,50,321,16,Wednesday
2020-04-01,Virgin Islands,78,30,0,Wednesday
2020-04-01,Virginia,51,1511,34,Wednesday
2020-04-01,Washington,53,5588,249,Wednesday
2020-04-01,West Virginia,54,191,2,Wednesday
2020-04-01,Wisconsin,55,1550,33,Wednesday
2020-04-01,Wyoming,56,137,0,Wednesday
2020-04-02,Alabama,01,1270,32,Thursday
2020-04-02,Alaska,02,146,2,Thursday
2020-04-02,Arizona,04,1600,35,Thursday
2020-04-02,Arkansas,05,683,12,Thursday
2020-04-02,California,06,11190,247,Thursday
2020-04-02,Colorado,08,3728,96,Thursday
2020-04-02,Connecticut,09,3824,112,Thursday
2020-04-02,Delaware,10,393,12,Thursday
2020-04-02,District of Columbia,11,653,12,Thursday
2020-04-02,Florida,12,9000,144,Thursday
2020-04-02,Georgia,13,5444,176,Thursday
2020-04-02,Guam,66,152,3,Thursday
2020-04-02,Hawaii,15,283,2,Thursday
2020-04-02,Idaho,16,890,9,Thursday
2020-04-02,Illinois,17,7695,165,Thursday
2020-04-02,Indiana,18,3040,78,Thursday
2020-04-02,Iowa,19,614,11,Thursday
2020-04-02,Kansas,20,554,14,Thursday
2020-04-02,Kentucky,21,747,34,Thursday
2020-04-02,Louisiana,22,9152,310,Thursday
2020-04-02,Maine,23,376,7,Thursday
2020-04-02,Maryland,24,2331,36,Thursday
2020-04-02,Massachusetts,25,8966,154,Thursday
2020-04-02,Michigan,26,10791,417,Thursday
2020-04-02,Minnesota,27,742,18,Thursday
2020-04-02,Mississippi,28,1177,26,Thursday
2020-04-02,Missouri,29,1834,24,Thursday
2020-04-02,Montana,30,241,5,Thursday
2020-04-02,Nebraska,31,273,6,Thursday
2020-04-02,Nevada,32,1458,38,Thursday
2020-04-02,New Hampshire,33,479,5,Thursday
2020-04-02,New Jersey,34,25590,539,Thursday
2020-04-02,New Mexico,35,403,7,Thursday
2020-04-02,New York,36,92971,2963,Thursday
2020-04-02,North Carolina,37,1857,17,Thursday
2020-04-02,North Dakota,38,159,3,Thursday
2020-04-02,Northern Mariana Islands,69,8,1,Thursday
2020-04-02,Ohio,39,2902,81,Thursday
2020-04-02,Oklahoma,40,879,34,Thursday
2020-04-02,Oregon,41,826,21,Thursday
2020-04-02,Pennsylvania,42,7016,90,Thursday
2020-04-02,Puerto Rico,72,316,12,Thursday
2020-04-02,Rhode Island,44,657,12,Thursday
2020-04-02,South Carolina,45,1554,31,Thursday
2020-04-02,South Dakota,46,165,2,Thursday
2020-04-02,Tennessee,47,2868,32,Thursday
2020-04-02,Texas,48,4880,79,Thursday
2020-04-02,Utah,49,1077,7,Thursday
2020-04-02,Vermont,50,338,17,Thursday
2020-04-02,Virgin Islands,78,37,0,Thursday
2020-04-02,Virginia,51,1705,41,Thursday
2020-04-02,Washington,53,6585,272,Thursday
2020-04-02,West Virginia,54,217,2,Thursday
2020-04-02,Wisconsin,55,1730,37,Thursday
2020-04-02,Wyoming,56,153,0,Thursday
2020-04-03,Alabama,01,1535,38,Friday
2020-04-03,Alaska,02,156,2,Friday
2020-04-03,Arizona,04,1769,41,Friday
2020-04-03,Arkansas,05,738,12,Friday
2020-04-03,California,06,12569,282,Friday
2020-04-03,Colorado,08,4182,110,Friday
2020-04-03,Connecticut,09,4915,132,Friday
2020-04-03,Delaware,10,450,14,Friday
2020-04-03,District of Columbia,11,757,15,Friday
2020-04-03,Florida,12,10260,169,Friday
2020-04-03,Georgia,13,5967,198,Friday
2020-04-03,Guam,66,154,4,Friday
2020-04-03,Hawaii,15,317,3,Friday
2020-04-03,Idaho,16,1012,10,Friday
2020-04-03,Illinois,17,8904,211,Friday
2020-04-03,Indiana,18,3439,102,Friday
2020-04-03,Iowa,19,699,11,Friday
2020-04-03,Kansas,20,624,19,Friday
2020-04-03,Kentucky,21,762,34,Friday
2020-04-03,Louisiana,22,10299,370,Friday
2020-04-03,Maine,23,432,9,Friday
2020-04-03,Maryland,24,2758,42,Friday
2020-04-03,Massachusetts,25,10402,192,Friday
2020-04-03,Michigan,26,12669,478,Friday
2020-04-03,Minnesota,27,789,22,Friday
2020-04-03,Mississippi,28,1358,29,Friday
2020-04-03,Missouri,29,2113,31,Friday
2020-04-03,Montana,30,262,5,Friday
2020-04-03,Nebraska,31,296,6,Friday
2020-04-03,Nevada,32,1549,43,Friday
2020-04-03,New Hampshire,33,540,7,Friday
2020-04-03,New Jersey,34,29895,647,Friday
2020-04-03,New Mexico,35,495,10,Friday
2020-04-03,New York,36,103651,3716,Friday
2020-04-03,North Carolina,37,2093,19,Friday
2020-04-03,North Dakota,38,173,3,Friday
2020-04-03,Northern Mariana Islands,69,8,1,Friday
2020-04-03,Ohio,39,3312,91,Friday
2020-04-03,Oklahoma,40,987,38,Friday
2020-04-03,Oregon,41,899,22,Friday
2020-04-03,Pennsylvania,42,8420,102,Friday
2020-04-03,Puerto Rico,72,378,15,Friday
2020-04-03,Rhode Island,44,711,14,Friday
2020-04-03,South Carolina,45,1700,34,Friday
2020-04-03,South Dakota,46,187,2,Friday
2020-04-03,Tennessee,47,3032,36,Friday
2020-04-03,Texas,48,5669,97,Friday
2020-04-03,Utah,49,1248,7,Friday
2020-04-03,Vermont,50,389,17,Friday
2020-04-03,Virgin Islands,78,38,0,Friday
2020-04-03,Virginia,51,2011,46,Friday
2020-04-03,Washington,53,6966,293,Friday
2020-04-03,West Virginia,54,242,2,Friday
2020-04-03,Wisconsin,55,1916,49,Friday
2020-04-03,Wyoming,56,166,0,Friday
2020-04-04,Alabama,01,1632,44,Saturday
2020-04-04,Alaska,02,169,3,Saturday
2020-04-04,Arizona,04,2019,53,Saturday
2020-04-04,Arkansas,05,743,14,Saturday
2020-04-04,California,06,13796,323,Saturday
2020-04-04,Colorado,08,4574,126,Saturday
2020-04-04,Connecticut,09,5276,165,Saturday
2020-04-04,Delaware,10,593,14,Saturday
2020-04-04,District of Columbia,11,902,21,Saturday
2020-04-04,Florida,12,11537,194,Saturday
2020-04-04,Georgia,13,6383,208,Saturday
2020-04-04,Guam,66,223,4,Saturday
2020-04-04,Hawaii,15,349,3,Saturday
2020-04-04,Idaho,16,1076,10,Saturday
2020-04-04,Illinois,17,10357,248,Saturday
2020-04-04,Indiana,18,3955,116,Saturday
2020-04-04,Iowa,19,786,11,Saturday
2020-04-04,Kansas,20,702,21,Saturday
2020-04-04,Kentucky,21,909,40,Saturday
2020-04-04,Louisiana,22,12500,412,Saturday
2020-04-04,Maine,23,456,10,Saturday
2020-04-04,Maryland,24,3125,54,Saturday
2020-04-04,Massachusetts,25,11736,216,Saturday
2020-04-04,Michigan,26,14225,540,Saturday
2020-04-04,Minnesota,27,865,24,Saturday
2020-04-04,Mississippi,28,1455,35,Saturday
2020-04-04,Missouri,29,2291,44,Saturday
2020-04-04,Montana,30,281,6,Saturday
2020-04-04,Nebraska,31,339,8,Saturday
2020-04-04,Nevada,32,1758,46,Saturday
2020-04-04,New Hampshire,33,621,9,Saturday
2020-04-04,New Jersey,34,34124,847,Saturday
2020-04-04,New Mexico,35,543,11,Saturday
2020-04-04,New York,36,115963,4535,Saturday
2020-04-04,North Carolina,37,2402,30,Saturday
2020-04-04,North Dakota,38,186,3,Saturday
2020-04-04,Northern Mariana Islands,69,8,1,Saturday
2020-04-04,Ohio,39,3739,102,Saturday
2020-04-04,Oklahoma,40,1159,42,Saturday
2020-04-04,Oregon,41,999,26,Saturday
2020-04-04,Pennsylvania,42,10109,139,Saturday
2020-04-04,Puerto Rico,72,452,18,Saturday
2020-04-04,Rhode Island,44,806,17,Saturday
2020-04-04,South Carolina,45,1917,40,Saturday
2020-04-04,South Dakota,46,212,2,Saturday
2020-04-04,Tennessee,47,3265,47,Saturday
2020-04-04,Texas,48,6566,124,Saturday
2020-04-04,Utah,49,1426,8,Saturday
2020-04-04,Vermont,50,461,20,Saturday
2020-04-04,Virgin Islands,78,42,0,Saturday
2020-04-04,Virginia,51,2406,52,Saturday
2020-04-04,Washington,53,7498,318,Saturday
2020-04-04,West Virginia,54,282,2,Saturday
2020-04-04,Wisconsin,55,2112,60,Saturday
2020-04-04,Wyoming,56,188,0,Saturday
2020-04-05,Alabama,01,1840,45,Sunday
2020-04-05,Alaska,02,183,4,Sunday
2020-04-05,Arizona,04,2269,64,Sunday
2020-04-05,Arkansas,05,853,16,Sunday
2020-04-05,California,06,15076,349,Sunday
2020-04-05,Colorado,08,4950,140,Sunday
2020-04-05,Connecticut,09,5675,189,Sunday
2020-04-05,Delaware,10,673,14,Sunday
2020-04-05,District of Columbia,11,998,22,Sunday
2020-04-05,Florida,12,12342,220,Sunday
2020-04-05,Georgia,13,6742,219,Sunday
2020-04-05,Guam,66,265,4,Sunday
2020-04-05,Hawaii,15,369,4,Sunday
2020-04-05,Idaho,16,1100,10,Sunday
2020-04-05,Illinois,17,11276,282,Sunday
2020-04-05,Indiana,18,4413,127,Sunday
2020-04-05,Iowa,19,868,22,Sunday
2020-04-05,Kansas,20,767,23,Sunday
2020-04-05,Kentucky,21,1048,44,Sunday
2020-04-05,Louisiana,22,13014,477,Sunday
2020-04-05,Maine,23,470,10,Sunday
2020-04-05,Maryland,24,3609,68,Sunday
2020-04-05,Massachusetts,25,12500,231,Sunday
2020-04-05,Michigan,26,15633,616,Sunday
2020-04-05,Minnesota,27,935,29,Sunday
2020-04-05,Mississippi,28,1638,43,Sunday
2020-04-05,Missouri,29,2367,52,Sunday
2020-04-05,Montana,30,298,6,Sunday
2020-04-05,Nebraska,31,376,8,Sunday
2020-04-05,Nevada,32,1880,46,Sunday
2020-04-05,New Hampshire,33,669,9,Sunday
2020-04-05,New Jersey,34,37505,917,Sunday
2020-04-05,New Mexico,35,624,12,Sunday
2020-04-05,New York,36,124085,5335,Sunday
2020-04-05,North Carolina,37,2585,37,Sunday
2020-04-05,North Dakota,38,207,3,Sunday
2020-04-05,Northern Mariana Islands,69,8,1,Sunday
2020-04-05,Ohio,39,4043,119,Sunday
2020-04-05,Oklahoma,40,1251,46,Sunday
2020-04-05,Oregon,41,1068,27,Sunday
2020-04-05,Pennsylvania,42,11589,159,Sunday
2020-04-05,Puerto Rico,72,475,20,Sunday
2020-04-05,Rhode Island,44,922,25,Sunday
2020-04-05,South Carolina,45,2049,44,Sunday
2020-04-05,South Dakota,46,240,2,Sunday
2020-04-05,Tennessee,47,3538,50,Sunday
2020-04-05,Texas,48,7091,136,Sunday
2020-04-05,Utah,49,1618,8,Sunday
2020-04-05,Vermont,50,512,22,Sunday
2020-04-05,Virgin Islands,78,42,0,Sunday
2020-04-05,Virginia,51,2636,52,Sunday
2020-04-05,Washington,53,7984,344,Sunday
2020-04-05,West Virginia,54,324,3,Sunday
2020-04-05,Wisconsin,55,2267,73,Sunday
2020-04-05,Wyoming,56,200,0,Sunday
2020-04-06,Alabama,01,2005,53,Monday
2020-04-06,Alaska,02,189,4,Monday
2020-04-06,Arizona,04,2465,67,Monday
2020-04-06,Arkansas,05,927,16,Monday
2020-04-06,California,06,16284,386,Monday
2020-04-06,Colorado,08,5172,150,Monday
2020-04-06,Connecticut,09,6906,206,Monday
2020-04-06,Delaware,10,783,15,Monday
2020-04-06,District of Columbia,11,1097,24,Monday
2020-04-06,Florida,12,13621,253,Monday
2020-04-06,Georgia,13,7558,294,Monday
2020-04-06,Guam,66,266,4,Monday
2020-04-06,Hawaii,15,385,5,Monday
2020-04-06,Idaho,16,1170,13,Monday
